,question,ques_id,reference_answer,student_answer,result,grade
4431,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Saves food.,partially_correct_incomplete,3
4432,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for the seedling until it grows leaves.,correct,4
4433,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Gives the seed food.,correct,4
4434,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,"To store the food, nutrients.",partially_correct_incomplete,3
4435,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon or the seed is the seed coat came off.,irrelevant,1
4436,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is the food storage.,partially_correct_incomplete,3
4437,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Is the seed.,irrelevant,1
4438,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Feeds the seed.,correct,4
4439,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for it until it grows into a plant.,correct,4
4440,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Provide food.,partially_correct_incomplete,3
4441,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food.,partially_correct_incomplete,3
4442,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,To provide food when germination.,correct,4
4443,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,It gather up food for the seed.,correct,4
4444,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon stores the food.,partially_correct_incomplete,3
4445,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is a little plant in the bean that store food.,partially_correct_incomplete,3
4446,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Help it grow.,irrelevant,1
4447,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Something that feeds the seed.,correct,4
4448,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is the inside.,irrelevant,1
4449,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon splits opened.,irrelevant,1
4450,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food.,partially_correct_incomplete,3
4451,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon gives food to the plant until it grows roots.,correct,4
4452,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,It folds of when it is done.,irrelevant,1
4453,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply.,partially_correct_incomplete,3
4454,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,A cotyledon in the food supply.,partially_correct_incomplete,3
4455,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,It is the food supply until the plant grows leaves.,correct,4
4456,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply for the plant.,partially_correct_incomplete,3
4457,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,It stows the food for the young plant.,correct,4
4458,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon supplies food for the seed until it can supply its own food.,correct,4
4459,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Holds seed coat.,irrelevant,1
4460,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply.,partially_correct_incomplete,3
4461,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Give it nutrients.,partially_correct_incomplete,3
4462,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for the plant in until it can make on its own.,correct,4
4463,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,The outside of the seeds.,irrelevant,1
4464,Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,ST_25b2,The cotyledon provides food for the plant until the plant can make food for itself.,Holds the food.,partially_correct_incomplete,3
4465,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because it sucks up the water as food for the plant and stem.,correct,4
4466,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because they need roots to produce the leaves.,irrelevant,1
4467,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,It grows first to get food and nutrients.,partially_correct_incomplete,3
4468,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The root grows first because the seed needs water to grow.,correct,4
4469,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because the root is the seed or the to be growing the hair.,irrelevant,1
4470,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the seed does not die.,irrelevant,1
4471,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because it need to stay it will not grow at all.,irrelevant,1
4472,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So it can suck up water to grow.,correct,4
4473,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because the roots go down to the water the leaves go towards the sun.,correct,4
4474,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,To gather water for food.,partially_correct_incomplete,3
4475,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The root grows first because it needs to make food for the seed.,partially_correct_incomplete,3
4476,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,When a seed germinates the root grows first to hold the plant up right.,irrelevant,1
4477,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,It comes out before the other.,irrelevant,1
4478,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So it can gather water to grow.,correct,4
4479,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because that is a part of the plant.,irrelevant,1
4480,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The root grows fruit because root always grows first.,irrelevant,1
4481,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because the root searches for the nutrients so the embryo germinates into a stem and leaves.,partially_correct_incomplete,3
4482,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Root hair.,irrelevant,1
4483,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,To get water for the seed.,correct,4
4484,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because it has to get the food and water.,correct,4
4485,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So it can search for food.,irrelevant,1
4486,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the root would search for water.,irrelevant,1
4487,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The root grows first because the root suck up the water that the seed needs.,correct,4
4488,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the plant can get water.,correct,4
4489,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the seed can get out and grow.,irrelevant,1
4490,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the flower could grow on it.,irrelevant,1
4491,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,It is because a root produces the plant.,irrelevant,1
4492,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The roots grow first to kind of support the plant and to soak up the water.,correct,4
4493,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,The reason that the root grows first is because the root is the part underground and so that is why it grows first.,irrelevant,1
4494,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,When the seed germinates the roots grow first because it somewhat help hold the plant up because it holds on to the did sort of.,irrelevant,1
4495,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because that is what a plant need to grow. The roots are the part of the plant that sucks up the water.,correct,4
4496,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So the root can suck up the water.,correct,4
4497,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So it can soak up food.,partially_correct_incomplete,3
4498,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,So it can keep growing so it will not.,irrelevant,1
4499,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,Because it grows as late.,irrelevant,1
4500,"When a seed germinates, why does the root grow first?",ST_52a,The root grows first so the root can take up water for the plant.,It has to suck up all the water so that it can grow.,correct,4
4501,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To make sound.,correct,4
4502,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To make noise.,correct,4
4503,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function is to protect.,irrelevant,1
4504,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To make sounds.,correct,4
4505,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To protect.,irrelevant,1
4506,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,It is to work and the abdomen?,irrelevant,1
4507,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Their soft body.,irrelevant,1
4508,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,The jaw.,irrelevant,1
4509,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To fly.,irrelevant,1
4510,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Horn.,irrelevant,1
4511,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Protection.,irrelevant,1
4512,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To help make the strangulating sound.,correct,4
4513,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Protecting the thorax.,irrelevant,1
4514,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To help strangulate.,irrelevant,1
4515,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Making a sound.,correct,4
4516,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function is to strangulate or make noises.,correct,4
4517,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Strangulating.,irrelevant,1
4518,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,The hard black wing set.,irrelevant,1
4519,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Abdomen.,irrelevant,1
4520,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function of the elytra is to fly.,partially_correct_incomplete,3
4521,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To make noise with wings.,correct,4
4522,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function for elytra is abdomen.,irrelevant,1
4523,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Thorax abdomen.,irrelevant,1
4524,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Their wings.,irrelevant,1
4525,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Hard skin.,irrelevant,1
4526,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,The elytra flies. It makes a sound.,correct,4
4527,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,When the Bess beetles are crawling in the wood they need something hard to protect itself.,irrelevant,1
4528,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function is the horn.,irrelevant,1
4529,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,It scares other animals away.,partially_correct_incomplete,3
4530,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To fly.,irrelevant,1
4531,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,For protecting inner parts while going through small areas.,irrelevant,1
4532,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,To protect itself.,irrelevant,1
4533,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,Another function is to protect the abdomen.,irrelevant,1
4534,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,The elytra also protects the Bess beetle if it falls on its back.,irrelevant,1
4535,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,It covers the wings.,irrelevant,1
4536,"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",ST_31b,The elytra are used to make sounds.,"The elytra makes sounds. Example danger, Example did you have a good day.",correct,4
4537,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena should add shelter.,correct,4
4538,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She needs shelter.,correct,4
4539,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena has to put homes inside of the habitat.,correct,4
4540,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She needs to add another house or shelter and maybe a female.,correct,4
4541,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena should include another home.,correct,4
4542,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,More shelter.,correct,4
4543,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Put a glass in the center of the tank.,irrelevant,1
4544,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Get her own shelter for that lizard.,correct,4
4545,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"A lizard needs food, home, space, air, water.",correct,4
4546,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,A structure for the next lizard.,correct,4
4547,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena should make special places for both of them otherwise they will fight.,correct,4
4548,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Maybe she could put in 2 females also.,irrelevant,1
4549,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,A new bed.,irrelevant,1
4550,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"Some twigs, rocks and air.",irrelevant,1
4551,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,I think she would need to put some wood need some wood.,irrelevant,1
4552,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Maybe some shelter or some grass.,correct,4
4553,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She would have to know the food the lizards want.,irrelevant,1
4554,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"She is going to need food for both of them, water, space and shelter.",correct,4
4555,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She needs to observe her lizard.,irrelevant,1
4556,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Some leaves and some wood.,irrelevant,1
4557,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Water and food.,irrelevant,1
4558,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Another shelter.,correct,4
4559,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,The shelter and other basic needs.,correct,4
4560,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She should add another shelter.,correct,4
4561,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"Well, food, water, some leaves, some dirt, a stick or 2 and some rocks and grass.",correct,4
4562,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"Elena should put leaves, logs, and tree branches in the habitat.",correct,4
4563,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She should get a bigger and food and water.,irrelevant,1
4564,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena should put more food and water.,irrelevant,1
4565,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She should add shelter and space.,correct,4
4566,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Elena should be sure to have either 2 habitats or a lot of space so each lizard does not have to fight over space.,partially_correct_incomplete,3
4567,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She should put a prop of a lizard to see if her lizard will let it be or fight it.,irrelevant,1
4568,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Grass.,irrelevant,1
4569,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She should make sure they are nice to each other.,irrelevant,1
4570,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,"Shelter, space, and homes.",correct,4
4571,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,Another house for the lizard.,correct,4
4572,"Elena has a male lizard that has lived for several years in the habitat she provided. She knows that some lizards are territorial. Besides additional food and water, what should she be sure to include in the habitat before she adds another male lizard?",ST_59,Elena should include a separate shelter for each lizard.,She or he should add more space and almost everything lizards need.,partially_correct_incomplete,3
4573,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is an experiment where you only change one variable.,correct,4
4574,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,An experiment where you only change one variable.,correct,4
4575,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is an experiment where only one variable is changed.,correct,4
4576,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,The longer the string the shorter the swings.,irrelevant,1
4577,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A experiment in which one variable is changed.,correct,4
4578,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,An experiment that only changes one variable at a time.,correct,4
4579,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you only change one variable at a time instead of 2 or more.,correct,4
4580,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,That you only put one penny at a time.,irrelevant,1
4581,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is a experiment that you can control by weight and the length of string.,contradictory,2
4582,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you change one variable at a time to affect the outcome.,correct,4
4583,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,When you only change one variable at a time.,correct,4
4584,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you only change one variable at a time.,correct,4
4585,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is like a release position because a release position is a controlled experiment.,irrelevant,1
4586,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,If you do not change one variable at a time its not a controlled experiment.,correct,4
4587,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,Changing one variable at a time.,correct,4
4588,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,You define a controlled experiment when you only change one variable at a time.,correct,4
4589,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you test the variables one at a time.,correct,4
